Soil Temperature,N,P,K,Moisture,Humidity,Ambient Temperature
20,219,36,51,101,47.6,25
20,219,36,51,101,47.5,25
19.9,219,36,51,102,47.4,24.9
19.9,219,36,51,102,47.9,24.9
19.8,219,36,51,102,48,24.8
19.8,219,36,50,102,47.6,24.8
19.9,214,36,51,101,47.5,24.9
20,220,36,51,102,47.4,25
20.1,220,36,51,102,46.8,25.1
20.1,219,36,50,101,47.2,25.1
20,219,36,51,102,47.1,25
20,220,36,51,102,46.7,25
20,219,36,51,102,46.7,25
20,219,36,51,102,47.1,25
20,219,36,51,102,47.2,25
20,220,36,51,102,47.1,25
20,219,36,51,102,47.2,25
20,216,36,50,101,47.1,25
20,220,36,50,102,47.1,25
20,220,36,51,101,46.9,25
20,220,36,51,102,47.1,25
20,216,36,51,102,47.4,25
19.9,220,36,50,101,47.2,24.9
19.8,219,36,50,101,47,24.8
19.9,220,36,51,102,47.6,24.9
19.8,219,36,50,101,47.2,24.8
19.8,221,36,50,101,47.5,24.8
19.7,220,36,50,102,47.6,24.7
19.7,220,36,51,102,47.5,24.7
19.6,220,36,50,101,47.7,24.6
19.6,220,36,51,101,47.7,24.6
19.7,220,36,50,101,47.3,24.7
19.7,220,36,50,101,47.3,24.7
19.5,220,36,50,102,47.9,24.5
19.4,222,36,50,101,48.1,24.4
19.4,221,36,50,102,48.6,24.4
19.4,221,36,50,101,47.9,24.4
19.4,221,36,50,101,48,24.4
19.4,220,36,50,101,47.6,24.4
19.6,220,36,51,102,47.3,24.6
19.5,221,36,50,101,47.3,24.5
19.6,220,36,51,102,47.2,24.6
19.5,220,36,50,102,48,24.5
19.4,219,36,51,102,47.6,24.4
19.4,220,36,51,102,47.8,24.4
19.4,221,36,51,102,47,24.4
19.4,221,36,50,101,47.3,24.4
19.4,221,36,51,101,47,24.4
19.4,222,36,50,101,47.3,24.4
19.5,220,36,51,102,47.3,24.5
19.4,221,36,50,101,47.4,24.4
19.4,221,36,51,101,47.3,24.4
19.3,221,36,50,101,47.2,24.3
19.4,221,36,50,101,47.4,24.4
19.4,220,36,50,101,47.4,24.4
19.3,221,36,51,102,47.5,24.3
19.3,220,36,51,102,47.8,24.3
18.8,220,36,50,102,48.9,23.8
18.8,221,36,50,101,48.2,23.8
19.1,220,36,50,101,47.4,24.1
19.2,220,36,50,101,47.5,24.2
19.4,221,36,50,101,47,24.4
19.5,221,36,50,101,46.6,24.5
19.6,221,36,50,101,46.8,24.6
19.6,222,36,50,101,46.9,24.6
19.6,221,36,50,101,46.9,24.6
19.6,221,36,50,101,46.8,24.6
19.5,222,36,50,102,47,24.5
19.5,221,36,51,102,46.7,24.5
19.5,216,36,50,101,46.9,24.5
19.5,221,36,50,102,47.3,24.5
19.4,220,36,50,101,47.3,24.4
19.3,221,36,50,101,47.4,24.3
19.3,221,36,50,101,47.8,24.3
19.2,221,36,50,101,47.6,24.2
19.2,222,36,50,101,47.9,24.2
19.1,221,36,50,101,47.4,24.1
18.6,220,36,50,101,49,23.6
18.7,220,36,50,101,48.8,23.7
18.8,222,36,50,101,48.8,23.8
18.8,222,36,50,101,48.7,23.8
18.8,221,36,50,102,48.9,23.8
18.7,222,36,50,101,48.9,23.7
18.6,221,36,50,101,49.5,23.6
18.5,221,36,50,101,49.7,23.5
18.5,222,36,50,101,49.2,23.5
18.5,221,36,50,101,48.9,23.5
18.5,222,36,50,101,48.7,23.5
18.6,222,36,50,101,48.4,23.6
18.6,222,36,50,101,49.1,23.6
18.5,222,36,50,102,49,23.5
18.5,222,36,50,101,49.7,23.5
17.8,223,36,50,101,50.3,22.8
18,223,36,50,102,50.1,23
18.1,223,36,50,101,50.5,23.1
18.1,223,36,50,101,49.8,23.1
18.2,223,36,50,101,50.2,23.2
18.2,223,36,50,101,50.2,23.2
18.2,220,36,51,101,49.7,23.2
18.3,223,36,51,101,49.5,23.3
18.4,221,36,51,101,48.9,23.4
18.4,222,36,50,101,49.1,23.4
18.4,223,36,50,101,49.1,23.4
18.3,223,36,50,101,49.1,23.3
18.2,223,36,50,102,49.3,23.2
18.2,223,36,50,101,49.3,23.2
18.1,223,36,50,101,49.4,23.1
18.1,223,36,50,101,49.4,23.1
18.1,223,36,50,101,49.5,23.1
18,220,36,50,101,49.6,23
18.1,222,36,51,101,49.4,23.1
18.1,223,36,50,101,49.5,23.1
18.2,222,36,50,101,49.6,23.2
18.2,223,36,50,101,49.6,23.2
18.2,223,36,51,101,49.5,23.2
18.2,222,36,50,101,49.3,23.2
18.2,223,36,51,102,49.5,23.2
17.8,222,36,50,101,50.1,22.8
17.9,222,36,50,101,50.9,22.9
17.9,222,36,50,101,50.7,22.9
17.9,222,36,50,101,50.4,22.9
17.9,222,36,50,101,50.8,22.9
17.9,222,36,50,101,50.9,22.9
17.8,222,36,50,101,50.8,22.8
17.8,222,36,50,101,51,22.8
17.8,222,36,50,101,51.1,22.8
17.8,221,36,50,101,50.7,22.8
17.8,222,36,50,101,51.1,22.8
17.8,222,36,50,101,51,22.8
17.8,222,36,50,101,50.7,22.8
17.3,223,36,50,101,51.5,22.3
17.4,223,36,50,101,51.3,22.4
17.4,223,36,50,101,51.4,22.4
17.4,223,36,50,101,51.1,22.4
17.5,224,36,50,101,51,22.5
17.6,224,36,50,101,50.5,22.6
17.6,225,36,50,101,50.4,22.6
17.6,223,36,50,101,50.6,22.6
17.4,223,36,50,101,51.1,22.4
17.8,225,36,50,101,50.4,22.8
17.6,224,36,50,101,51.1,22.6
17.6,224,36,50,101,51.9,22.6
17.6,224,36,50,101,51.9,22.6
17.5,225,36,50,101,53.7,22.5
17.5,225,36,50,101,51.6,22.5
17.5,224,36,50,101,51.7,22.5
17.5,224,36,50,101,51.7,22.5
17.2,222,36,50,101,52.5,22.2
17.3,222,36,50,101,52.6,22.3
17.3,222,36,50,101,52.2,22.3
17.3,221,36,50,101,52.4,22.3
17.4,221,36,50,101,52.2,22.4
17.4,222,36,50,101,51.7,22.4
17.5,222,36,50,101,51.4,22.5
17.6,222,36,50,101,50.8,22.6
17.7,221,36,50,101,51.8,22.7
17.6,222,36,50,101,51.9,22.6
17.3,221,36,50,101,52.3,22.3
17.5,221,36,50,101,51.6,22.5
17.6,220,36,50,101,51.3,22.6
17.7,221,36,50,101,51,22.7
17.5,222,36,50,101,51.8,22.5
17.6,220,36,50,101,51.6,22.6
17.3,221,36,50,101,52.5,22.3
17.5,221,36,50,101,51.6,22.5
16.8,221,36,50,101,51.8,21.8
16.6,221,36,50,101,52.9,21.6
16.3,221,36,50,101,57.2,21.3
16.4,220,36,50,101,58.2,21.4
16.9,220,36,50,101,53.6,21.9
17,219,36,50,101,54,22
16,220,36,50,101,56.2,21
15.5,218,36,50,101,61.9,20.5
15.9,219,36,50,101,59.2,20.9
16.2,218,36,50,100,59.3,21.2
16.2,218,36,50,101,60.2,21.2
